address,count
"40 DIVISION STREET, PS 124",2449
355 BUSBY RD,2438
1/4 MILE OFF HWY 14 - 1 MI. W OF WISHRAM,2438
1000 WINSTON CHURCHILL DR,2426
Okefenokee NWR,2426
Dolly Sods Wilderness,2413
144 E. 3RD AVE.,2412
Olympic,2412
Upper Buffalo Wilderness,2411
FRESHKILLS WEST   310 West Service Road,2402
12200 Lime Creek Rd,2392
"CAMP DODGE, ROUTE 16, GREEN'S GRANT",2383
37TH & SOUTHERN AVENUE,2374
4545 Navajo St.,2370
"323 South BULL STREET [Bates House, USC]",2368
9511 Avenue V 1/2,2367
"1319, 9th Avenue, Phenix City, AL 36837",2366
"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",2365
Trapper Creek,2359
897 BARRON AVE.,2353
"KEELER, 190 Cerro Gordo Road",2344
"Georgia Forestry Commission, 4500 Georgia Highway 53 East, Dawsonville, Georgia, 30534",2341
"1275 Bedford Ave, Pittsburgh, PA 15219 (Flag Plaza)",2341
"ST JOHN, VIRGIN ISLANDS",2339
3847 W EARLL DR-WEST PHOENIX STATION,2339
1902 WEST SCHUNIOR,2335
2100 MADISON AVENUE,2324
Medicine Lake,2318
"AMTRAK, 5917 ELMWOOD AVENUE",2317
4th Ave & 2nd St,2316
SOUTH CHARLESTON - PUBLIC LIBRARY 312 4TH AVE,2314
1300 S FORT ST (MARATHON-1N),2310
6388 Haley Rd. (Shelby Farms NCORE site),2308
"NO CHEYENNE, BADGER PEAK, COLSTRIP",2297
Three Sisters Wilderness,2293
Snoqualmie Pass,2289
1801 BRUCE SHAW ROAD,2286
THUNDER BASIN GRASSLAND SITE 35 MI N-NE GILLETTE WY,2283
"5300 South Pine Island Road, Davie, FL 33328",2283
1532 W. Michigan St.,2273
FRONTIER AVE AT 55TH STREET,2273
418 Mineral Ave,2267
345 OAKHILL AVE.,2263
400 S. EAGLE ST.,2257
"PEACE VALLEY ROAD, LEBEC",2245
Chassahowitzka NWR,2240
Moosehorn NWR,2239
Mount Zirkel Wilderness,2239
Gila Wilderness,2239
7529 GRACELY DRIVE,2234
533 First Street,2231
3174 E. 78TH AVE.,2228
"5041 ALABAMA HWY., ROME, GA 30165",2228
315 GENESEE (RIVER ROUGE),2225
"FORT MOUNTAIN, STATE HWY 52, COHUTTA OVERLOOK, CHATSWORTH, GA 30705",2215
End of 90th Street @ Jefferson County Airport,2214
EIGHT STREET AND RIVER ALLEY,2195
Isle Royale NP,2191
938 S.SALISBURY ST,2187
"181-A1, NOAA LOT, 2ND ST & WOODIS AVE.",2185
Hercules-Glades,2184
Weminuche Wilderness Area - Shamrock Station,2169
6792 RAISEN CTR HWY (TECUMSEH),2166
"ZION NATIONAL PARK, UTAH",2165
Ajax Mountain,2163
555 CEDAR STREET,2161
"46-990 JACKSON ST., INDIO",2161
"2301 ALEXANDER AVE, TACOMA, WA",2161
130 WEBB DRIVE Loudon TN 37774,2157
MINGO REFUGE MAINTENANCE SHED,2155
4150 AIRPORT HIGHWAY,2154
"2088 Idlewood Road, Tucker, Georgia 30084",2140
ROCKLAND RECREATION AREA-OLD HICKORY DAM Army Corp of Engineer Property,2138
"MULTORPOR, BOX 87, GOVT CAMP, OR 97028",2136
57 DIVISION STREET,2135
NORTHWEST NAZARINE COLLEGE (NNC),2128
"Athletic Fields, off of 2083 Lawrenceville Road",2123
"229 SERVICE RD., WATFORD CITY",2123
WATER ST. DOVER,2123
Yellowstone NP 2,2117
100 Linville Falls Road,2110
"21-C,GLENWOOD-PEDLAR DISTRICT RANGER STA",2103
Sawtooth NF,2089
Sula Peak,2089
"PINSON, HIGH SCH., BOX 360 HWY 75 NORTH",2080
BONITA & ST JOHN,2074
"20401 BEAR MTN BLVD, ARVIN, CA., 93203",2073
Hance Camp at Grand Canyon NP,2067
"DEATH VALLEY NM, DEATH VALLEY, CA",2064
1516 17th Street,2058
17TH & 5TH AVE. N. PUMPHOUSE ROOF,2053
1520 PATTERSON AVE.,2052
902 GRANT AVENUE,2051
2201A Central St,2047
Hoover,2046
"Portland Humboltd School (PHS), 4915 N Gantenbein Ave",2044
5005 Minnetonka Blvd.,2044
500 NORTH CAMPBELL ST.,2042
RUMFORD AVENUE AREA PARKING LOT,2037
LONG ISLAND,2030
Intersection of W. Mile Wide Road and N. Sandario Road,2030
463 POLK 631,2029
"773 ALMOND ST, YUBA CITY",2021
"1200 NW 20th St, Miami, FL 33142",2017
16900 HOLLAND RD.,2013
COUNTY RD 42,2012
Gates of the Mountains,2005
534 4TH ST.,2003
"860 4TH ST, PEARL CITY",2000
JEFFERSONVILLE PFAU- 719 WALNUT ST,1992
North Cascades,1989
"PERRY COUNTY HORSE PARK, 354 PERRY PARK ROAD",1983
3004 N. WESTMORELAND,1977
360 FISHBURNE STREET [Charleston Public Works],1964
5551 BETHEL ISLAND RD,1959
Lewiston Country Kitchen Bakery Lot & CANAL ST,1956
232 East Woodrow Wilson Drive,1956
LUMS POND STATE PARK,1952
"CANAL AND BLUE BELL, SPORTS COMPLEX",1951
"1401 DIXIE HWY, UNIVERSITY COLLEGE",1948
"South Highway 59, RR1, 1795 Dahlonegah Park Road, Stilwell, Oklahoma",1941
675 West 220 North,1941
1400 OLMSTEAD RD (KALAMAZOO),1940
"P.O. BOX 867, LAVA BEDS",1936
405 BRUSHY CREEK ROAD [Taylors],1934
