address,count
"330 Mattly Avenue, LEE VINING, 93541",5035
 2302 HOARD ST,5029
Coal Creek Mine Met Station,5028
JOSE BORUNDA,5019
"SIMIS RESIDENCE - HIWY 167, MONO LAKE",4985
WHITE SHIELD,4984
1000 E. ANGELA/ CHILDRENS HOSPITAL GROUNDS,4983
12500 St. Rd. 62-Charlestown State Park/ Indiana Armory,4979
865 Rapid Creek Rd.,4970
33174 State Park Road 100,4953
500 NORTH CAMPBELL ST.,4952
"BYERLY FARM, KY 1949, SYMSONIA",4949
9011 Poteet Jourdanton Hwy,4945
Genesis Alkali-Westvaco Upwind (West of facility),4932
La Porte Airport,4932
"PEABODY-BIG SKY #1,MINE OFFICE,COLSTRIP",4929
